Sample ID,Taxon,Kingdom/SuperKingdom,Phylum,Class,Order,Family,Genus,Species,Relative Abundance,Absolute Abundance
MBSMPL0020-16-39,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.044716,300
MBSMPL0020-16-39,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.041437,278
MBSMPL0020-16-39,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.001043,7
MBSMPL0020-16-39,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.049486,332
MBSMPL0020-16-39,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.002832,19
MBSMPL0020-16-39,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.001789,12
MBSMPL0020-16-39,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.024445,164
MBSMPL0020-16-39,28256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,null,null,0.076912,516
MBSMPL0020-16-39,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.040543,272
MBSMPL0020-16-39,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.004919,33
MBSMPL0020-16-39,48736,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,null,0.0237,159
MBSMPL0020-16-39,53335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,null,0.199135,1336
MBSMPL0020-16-39,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.124907,838
MBSMPL0020-16-39,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.016247,109
MBSMPL0020-16-39,1903409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,null,null,0.001192,8
MBSMPL0020-16-39,null,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,null,null,0.04248,285
MBSMPL0020-16-4,81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,null,0.019334,318
MBSMPL0020-16-4,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.063351,1042
MBSMPL0020-16-4,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.025231,415
MBSMPL0020-16-4,551,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,null,0.00839,138
MBSMPL0020-16-4,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.006627,109
MBSMPL0020-16-4,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.037999,625
MBSMPL0020-16-4,1060,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,null,0.006566,108
MBSMPL0020-16-4,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.000426,7
MBSMPL0020-16-4,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.098127,1614
MBSMPL0020-16-4,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.001702,28
MBSMPL0020-16-4,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.034229,563
MBSMPL0020-16-4,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.007661,126
MBSMPL0020-16-4,40323,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,null,0.004134,68
MBSMPL0020-16-4,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.005897,97
MBSMPL0020-16-4,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.041342,680
MBSMPL0020-16-4,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.004985,82
MBSMPL0020-16-4,57493,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,null,0.004195,69
MBSMPL0020-16-4,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.004864,80
MBSMPL0020-16-4,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.040187,661
MBSMPL0020-16-4,80864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,null,null,0.00152,25
MBSMPL0020-16-4,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.05794,953
MBSMPL0020-16-4,165695,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,null,0.007478,123
MBSMPL0020-16-4,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.012342,203
MBSMPL0020-16-4,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.028028,461
MBSMPL0020-16-4,1649512,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium,null,0.004742,78
MBSMPL0020-16-4,1903409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,null,null,0.0076,125
MBSMPL0020-16-4,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.356882,5870
MBSMPL0020-16-4,null,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,null,0.002614,43
MBSMPL0020-16-4,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.022009,362
MBSMPL0020-16-4,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,null,0.00383,63
MBSMPL0020-16-4,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.079767,1312
MBSMPL0020-16-40,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.002556,42
MBSMPL0020-16-40,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.357778,5879
MBSMPL0020-16-40,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.032741,538
MBSMPL0020-16-40,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.069681,1145
MBSMPL0020-16-40,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.007059,116
MBSMPL0020-16-40,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.049233,809
MBSMPL0020-16-40,1357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,null,0.009189,151
MBSMPL0020-16-40,1562,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculum,null,null,0.01631,268
MBSMPL0020-16-40,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.005234,86
MBSMPL0020-16-40,1654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,null,0.039679,652
MBSMPL0020-16-40,1696,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,null,0.003651,60
MBSMPL0020-16-40,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.03907,642
MBSMPL0020-16-40,1839,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,null,0.001035,17
MBSMPL0020-16-40,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.034384,565
MBSMPL0020-16-40,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.036027,592
MBSMPL0020-16-40,28453,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,null,0.03128,514
MBSMPL0020-16-40,29393,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,null,0.003469,57
MBSMPL0020-16-40,33882,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,null,0.004443,73
MBSMPL0020-16-40,38501,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,null,0.016796,276
MBSMPL0020-16-40,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.004564,75
MBSMPL0020-16-40,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.002373,39
MBSMPL0020-16-40,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.080088,1316
MBSMPL0020-16-40,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.007242,119
MBSMPL0020-16-40,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.043208,710
MBSMPL0020-16-40,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.002739,45
MBSMPL0020-16-40,1154584,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,null,null,null,0.002617,43
MBSMPL0020-16-40,1433999,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,null,0.030307,498
MBSMPL0020-16-40,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.002617,43
MBSMPL0020-16-40,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.0199,327
MBSMPL0020-16-40,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.001461,24
MBSMPL0020-16-40,null,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis SAG 2023,null,0.006755,111
MBSMPL0020-16-40,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.036514,600
MBSMPL0020-16-41,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.010603,1391
MBSMPL0020-16-41,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.003636,477
MBSMPL0020-16-41,482,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,null,0.000633,83
MBSMPL0020-16-41,522,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,null,0.000145,19
MBSMPL0020-16-41,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.000999,131
MBSMPL0020-16-41,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.000999,131
MBSMPL0020-16-41,613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,null,0.000183,24
MBSMPL0020-16-41,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.000686,90
MBSMPL0020-16-41,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.014201,1863
MBSMPL0020-16-41,838,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,null,0.003484,457
MBSMPL0020-16-41,1033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,null,0.00093,122
MBSMPL0020-16-41,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.098316,12898
MBSMPL0020-16-41,1243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,null,0.001342,176
MBSMPL0020-16-41,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.004696,616
MBSMPL0020-16-41,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.008514,1117
MBSMPL0020-16-41,1375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,null,0.002752,361
MBSMPL0020-16-41,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.000503,66
MBSMPL0020-16-41,1637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,null,0.000313,41
MBSMPL0020-16-41,1678,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,null,0.000953,125
MBSMPL0020-16-41,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.00109,143
MBSMPL0020-16-41,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.013385,1756
MBSMPL0020-16-41,2040,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,null,0.000854,112
MBSMPL0020-16-41,5653,Eukaryota,Discoba,Discicristata,Euglenozoa,Kinetoplastea,null,null,0.000206,27
MBSMPL0020-16-41,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.005382,706
MBSMPL0020-16-41,29465,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,null,0.000191,25
MBSMPL0020-16-41,33682,Eukaryota,Discoba,Discicristata,Euglenozoa,null,null,null,0.00154,202
MBSMPL0020-16-41,39948,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,null,0.000038,5
MBSMPL0020-16-41,40136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Oligotropha,null,0.000213,28
MBSMPL0020-16-41,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.001662,218
MBSMPL0020-16-41,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.008194,1075
MBSMPL0020-16-41,42255,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,null,0.00064,84
MBSMPL0020-16-41,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.487548,63961
MBSMPL0020-16-41,45404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,null,null,0.001486,195
MBSMPL0020-16-41,48736,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,null,0.000701,92
MBSMPL0020-16-41,53335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,null,0.00359,471
MBSMPL0020-16-41,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.000663,87
MBSMPL0020-16-41,76892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,null,null,0.000785,103
MBSMPL0020-16-41,82115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,null,null,0.000877,115
MBSMPL0020-16-41,85030,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,null,null,0.000953,125
MBSMPL0020-16-41,111142,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,null,0.003179,417
MBSMPL0020-16-41,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.005427,712
MBSMPL0020-16-41,150022,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Finegoldia,null,null,0.00048,63
MBSMPL0020-16-41,165695,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,null,0.003773,495
MBSMPL0020-16-41,186822,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,null,null,0.000015,2
MBSMPL0020-16-41,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.003011,395
MBSMPL0020-16-41,227979,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,null,0.001265,166
MBSMPL0020-16-41,335928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,null,null,0.000175,23
MBSMPL0020-16-41,416916,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,null,0.002439,320
MBSMPL0020-16-41,1543704,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,null,0.004231,555
MBSMPL0020-16-41,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.001502,197
MBSMPL0020-16-41,1649512,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium,null,0.003849,505
MBSMPL0020-16-41,1775688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Jiella,null,0.001204,158
MBSMPL0020-16-41,1847725,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,null,0.000274,36
MBSMPL0020-16-41,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.000617,81
MBSMPL0020-16-41,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.017044,2236
MBSMPL0020-16-41,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.008225,1079
MBSMPL0020-16-41,null,Bacteria,Cyanobacteria,Cyanobacteriia,null,null,null,null,0.000198,26
MBSMPL0020-16-41,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,null,null,0.000762,100
MBSMPL0020-16-41,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,null,0.000114,15
MBSMPL0020-16-41,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.258314,33888
MBSMPL0020-16-41,null,Eukaryota,Discoba,Discicristata,Euglenozoa,Euglenida,Aphagea,null,0.000015,2
MBSMPL0020-16-42,68,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,null,0.045505,733
MBSMPL0020-16-42,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.000435,7
MBSMPL0020-16-42,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.058791,947
MBSMPL0020-16-42,481,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,null,null,0.005401,87
MBSMPL0020-16-42,482,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,null,0.007698,124
MBSMPL0020-16-42,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.004408,71
MBSMPL0020-16-42,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.008257,133
MBSMPL0020-16-42,838,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,null,0.008008,129
MBSMPL0020-16-42,1111,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,null,0.002669,43
MBSMPL0020-16-42,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.001242,20
MBSMPL0020-16-42,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.146884,2366
MBSMPL0020-16-42,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.001987,32
MBSMPL0020-16-42,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.135895,2189
MBSMPL0020-16-42,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.126459,2037
MBSMPL0020-16-42,1839,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,null,0.010616,171
MBSMPL0020-16-42,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.060653,977
MBSMPL0020-16-42,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.007326,118
MBSMPL0020-16-42,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.003787,61
MBSMPL0020-16-42,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.000621,10
MBSMPL0020-16-42,80864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,null,null,0.000931,15
MBSMPL0020-16-42,91347,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,null,null,null,0.000435,7
MBSMPL0020-16-42,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.050658,816
MBSMPL0020-16-42,186821,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,null,null,0.000124,2
MBSMPL0020-16-42,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.00118,19
MBSMPL0020-16-42,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.007512,121
MBSMPL0020-16-42,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.222126,3578
MBSMPL0020-16-42,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.017196,277
MBSMPL0020-16-42,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.063198,1018
MBSMPL0020-16-43,20,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,null,0.000222,9
MBSMPL0020-16-43,null,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Z-35,null,0.001651,67
MBSMPL0020-16-43,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.013331,541
MBSMPL0020-16-43,433,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,null,null,0.013134,533
MBSMPL0020-16-43,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.016189,657
MBSMPL0020-16-43,481,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,null,null,0.001626,66
MBSMPL0020-16-43,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.000862,35
MBSMPL0020-16-43,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.013676,555
MBSMPL0020-16-43,712,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,null,null,0.007565,307
MBSMPL0020-16-43,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.002144,87
MBSMPL0020-16-43,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.004854,197
MBSMPL0020-16-43,872,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,null,0.003203,130
MBSMPL0020-16-43,1060,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,null,0.022965,932
MBSMPL0020-16-43,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.068797,2792
MBSMPL0020-16-43,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.00069,28
MBSMPL0020-16-43,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.030062,1220
MBSMPL0020-16-43,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.000148,6
MBSMPL0020-16-43,1485,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 8,null,0.014932,606
MBSMPL0020-16-43,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000246,10
MBSMPL0020-16-43,1654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,null,0.000049,2
MBSMPL0020-16-43,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.030431,1235
MBSMPL0020-16-43,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.07205,2924
MBSMPL0020-16-43,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.012838,521
MBSMPL0020-16-43,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.000838,34
MBSMPL0020-16-43,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.011236,456
MBSMPL0020-16-43,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.001133,46
